priority,name,scope,contracts,website,status,verdict,reason
553,Alpha Care and Housing Ltd,Local,1,https://www.alphacareltd.co.uk/,pending,,
554,Altus Social Ltd,Local,1,http://www.altussearch.co.uk/,pending,,
555,Amadudu,Local,1,https://amadudu.org/,pending,,
556,Ambitions,Local,1,http://www.unitingambition.com/,pending,,
557,Ambito Care and Education,Local,1,https://salutemcareandeducation.co.uk/,pending,,
558,Amity Wilson Limited,Local,1,http://www.amityinternational.com/,pending,,
559,Amore,Local,1,http://www.amoreenhancements.co.uk/,pending,,
560,Ariya Neuro Care (Residential) Ltd,Local,1,http://www.ariya-neurocare.com/,pending,,
561,Artelia UK,Local,1,http://www.uk.arteliagroup.com/,pending,,
562,Artemis Support Limited,Local,1,https://www.theartemisteam.com/,pending,,
563,Ashley Community & Housing Ltd (t/a ACH),Local,1,https://ach.org.uk/about-us,pending,,
564,Ashley Community and Housing Ltd,Local,1,https://ach.org.uk/,pending,,
565,Aspirations,Local,1,http://www.aspirationcreationelevation.com/,pending,,
566,Aspire Children Services,Local,1,https://aspirecs.co.uk/,pending,,
567,Aspire Health and Care,Local,1,https://www.aspiremhc.co.uk/dovecote,pending,,
568,Aspire Health and Care (CQC Registered Non Enhanced and Enhanced,Local,1,http://aspirecareservices.org.uk/,pending,,
569,Aspire Pathway Group C.I.C,Local,1,http://aspirepathwaygroup.co.uk/,pending,,
570,Aspire Services (Leeds) LTD,Local,1,http://www.aspirecbs.org.uk/,pending,,
571,Aspire living Limited (Thera Group),Local,1,https://aspireliving.org.uk/,pending,,
572,Autism Sussex,Local,1,https://amazesussex.org.uk/conditions-concerns/autism/,pending,,
573,Autism at Kingwood,Local,1,https://www.kingwood.org.uk/,pending,,
574,Auvelle Limited,Local,1,http://www.auvelle.com/,pending,,
575,Avantis Living,Local,1,https://avantisdirect.com/,pending,,
576,Avenues East,Local,1,https://www.avenuesgroup.org.uk/about-us/where-we-work/east-of-england/avenues-east-community-support-services/,pending,,
577,Avenues London,Local,1,https://avenues.life/,pending,,
578,B&K Passmore Ltd T/As PassmoreGroup,Local,1,https://www.passmoregroup.co.uk/?utm_source=Google&utm_medium=Listing&utm_id=GMB,pending,,
579,BCH Property Limited,Local,1,https://bchproperties.co.uk/,pending,,
580,Bloom Procurement Services Ltd,Local,1,http://bloom.services/,pending,,
581,BRJ Support Services,Local,1,http://www.brjsupportservices.co.uk/,pending,,
582,Back on Track Accommodation Ltd,Local,1,https://www.backontrackhousing.com/,pending,,
583,Bare Hall Quality Carers,Local,1,https://www.barehallqualitycarers.co.uk/,pending,,
584,Bath Mind,Local,1,http://www.bathmind.org.uk/,pending,,
585,Bell Hill Housing Limited,Local,1,https://www.bellhomes.com/,pending,,
586,Berry Gifford Charity,Local,1,http://www.berrygifford.co.uk/,pending,,
587,Bespoke Transitions,Local,1,http://bespoketransitions.co.uk/,pending,,
588,Best Western Plus Nottingham City Centre,Local,1,https://www.bestwestern.co.uk/hotels/best-western-plus-nottingham-westminster-hotel-83383?utm_source=google_places&utm_medium=organic&utm_campaign=Nottingham_Westminster_Hotel,pending,,
589,Beth Homes Organisation,Local,1,https://www.bjf.org.uk/,pending,,
590,BetterCare Keys Ltd,Local,1,https://www.keys-group.co.uk/,pending,,
591,Birchwood Independece Ltd,Local,1,https://birchwoodsw.co.uk/,pending,,
592,Birchwood Independence Ltd,Local,1,http://www.birchwoodandcompany.com/,pending,,
593,Birmingham Mind,Local,1,http://www.birminghammind.org/,pending,,
594,Birmingham Mind (LudfordRd),Local,1,https://birminghammind.org/,pending,,
595,Black Country Women's Aid,Local,1,https://blackcountrywomensaid.co.uk/,pending,,
596,Blackpool & the Fylde Street Angels,Local,1,http://www.bfstreetangels.org/,pending,,
597,Blue Bell Dover,Local,1,http://www.bluebirdsdover.com/,pending,,
598,Blue Lantern Care Agency Ltd,Local,1,https://lanterncareservices.co.uk/,pending,,
599,Bonzai Living Ltd,Local,1,https://www.aurasupportedliving.co.uk/,pending,,
600,Bournemouth Rainbow,Local,1,https://www.bournemouthrainbow.com/,pending,,
601,Bridge-it Housing,Local,1,https://www.bridge-ithousing.org.uk/,pending,,
602,Bridges Outcomes Partnership (BOP),Local,1,https://bridgesoutcomespartnerships.org/,pending,,
603,Bridgewood Trust,Local,1,https://bridgewoodtrust.co.uk/,pending,,
604,Bridgwater YMCA t/a YMCA Dulverton Group,Local,1,http://www.ymca-dg.org/,pending,,
605,Bright Futures Accommodation,Local,1,http://www.brightfuturesaccommodation.co.uk/,pending,,
606,Bright opportunities enabling services limited (CQC Registered N,Local,1,http://www.brightopportunities.org/,pending,,
607,Brighter Tomorrow Limited,Local,1,https://brighter-tomorrow.co.uk/,pending,,
608,Bristol Missing Link Limited,Local,1,https://missinglinkhousing.co.uk/,pending,,
609,Budwood Limited,Local,1,https://www.budwood.org.uk/,pending,,
610,Building Circles in Gloucestershire,Local,1,http://buildingcirclesglos.org.uk/,pending,,
611,Byker Bridge Housing and Support,Local,1,https://www.tynehousing.org.uk/what-we-do/housing/bykerbridgehub/,pending,,
612,Byrne House,Local,1,http://www.byrnehomes.co.uk/,pending,,
613,C K P Ltd,Local,1,http://www.ckpdesign.co.uk/,pending,,
614,C We R Here CIC,Local,1,https://www.cwerhere.co.uk/,pending,,
615,C We R Here Complex Care,Local,1,https://www.cwerhere.co.uk/complex-care/,pending,,
616,Camphill Milton Keynes Communities Limited,Local,1,http://camphillmk.co.uk/,pending,,
617,CF Support Services Limited,Local,1,http://www.cfservices.co.uk/,pending,,
618,Clc Contractors Limited,Local,1,http://www.clcgroup.com/,pending,,
619,Contract Not Awarded,Local,1,http://www.cwcontractlawandlegal.co.uk/,pending,,
620,CSM Independence Ltd,Local,1,https://www.csmindependence.co.uk/,pending,,
621,CTRC Community Interest Company,Local,1,https://www.ctrcservices.com/,pending,,
622,Cxk Limited,Local,1,https://www.cxk.org/,pending,,
623,Calico Enterprise,Local,1,http://www.calicoenterprise.org.uk/,pending,,
624,Campbell Tickell Ltd,Local,1,https://www.campbelltickell.com/,pending,,
625,Care & Community Ltd,Local,1,http://www.communitycareworker.com/,pending,,
626,Care Choice NW,Local,1,https://beechcroftcarehomes.co.uk/our-homes/choice-care-home,pending,,
627,Care MK Ltd,Local,1,http://mkcare.co.uk/contact-us,pending,,
628,Care Tech,Local,1,http://caretechltd.co.uk/,pending,,
629,Care World Wide (London) Ltd,Local,1,https://worldcareservicesltd.com/,pending,,
630,Care first,Local,1,https://www.carefirst.co.uk/,pending,,
631,Care for Me Housing,Local,1,http://careformehousing.co.uk/,pending,,
632,Care for Me Housing and Support LLP,Local,1,http://www.careformehousing.co.uk/,pending,,
633,Caridon property,Local,1,http://www.caridonproperty.co.uk/,pending,,
634,Caritas Diocese of Salford,Local,1,https://www.caritassalford.org.uk/,pending,,
635,Carriers Of Hope Coventry,Local,1,http://www.carriersofhope.org.uk/,pending,,
636,Causeway Irish,Local,1,https://www.irishcauseway.org.uk/,pending,,
637,Centra Care and Support,Local,1,http://care-central.org.uk/,pending,,
638,Central England Law Centre,Local,1,http://www.centralenglandlc.org.uk/,pending,,
639,Central and Southern Homes,Local,1,https://www.wainhomes.co.uk/,pending,,
640,Centre 404,Local,1,http://www.centre404.org.uk/,pending,,
641,Centrepoint Soho (Lot 1 - Assessment and Progress Service Male O,Local,1,https://centrepoint.org.uk/,pending,,
642,Centrepoint Soho (Lot 3 - Progress Service Medium to High Suppor,Local,1,https://centrepoint.org.uk/,pending,,
643,Centrepoint Soho (Lot 7 - Move Through Service),Local,1,https://centrepoint.org.uk/node/1,pending,,
644,Certitude (Southside Partnership),Local,1,https://www.certitude.london/,pending,,
645,Certitude Support,Local,1,https://www.certitude.london/,pending,,
646,"Change, Grow, Live Services Limited",Local,1,https://www.changegrowlive.org/,pending,,
647,Changing Lives & TCUK Homes Ltd,Local,1,https://changingliveshousingtrust.org/contact-us,pending,,
648,Changing Lives Consortium,Local,1,http://www.communitylives.co.uk/,pending,,
649,Changing Lives in Cheshire,Local,1,https://www.changing-lives-together.org.uk/the-very-green-grocery,pending,,
650,Cheery Blossom,Local,1,https://www.cherryblossomcare.co.uk/,pending,,
651,Chesterfield and District Society for People with a Disability (,Local,1,https://abilitycare.org.uk/?utm_source=googlemaps,pending,,
652,Christian Concern,Local,1,https://www.christianconcern.com/,pending,,
653,Circle Support (registered as Circle Care and Support Ltd),Local,1,http://familycirclesservices.co.uk/,pending,,
654,Clay Housing Ltd,Local,1,https://clay-life.com/,pending,,
655,Coastal Key Housing,Local,1,http://coastalkeyhousing.co.uk/,pending,,
656,Commit2Care Services Ltd (CQC Registered Non Enhanced and Enhanc,Local,1,http://commit2careservices.co.uk/,pending,,
657,Community CAmpus 87 (Cleevland) Ltd,Local,1,http://www.communitycampus87.com/,pending,,
658,Community Campus 87 ltd,Local,1,http://www.communitycampus87.com/,pending,,
659,Community Homes of Intensive Care and Education (CHOICE) Limited,Local,1,https://www.choicecaregroup.com/accessing-support/about-us/,pending,,
660,Community Indepentent Living,Local,1,http://c-i-living.co.uk/,pending,,
661,Community Integrated Care (CQC Registered Non Enhanced and Enhan,Local,1,https://www.communityintegratedcare.co.uk/about-us/where-we-work-locations/england/north-west/,pending,,
662,Compact Personnel Ltd,Local,1,https://compactpersonnel.co.uk/,pending,,
663,Connex Community Support (CQC Registered Non Enhanced and Enhanc,Local,1,http://www.connex.org.uk/,pending,,
664,Connolly and Callaghan,Local,1,http://www.connollyandcallaghan.co.uk/,pending,,
665,Contract not awarded see publication details,Local,1,https://www.dcicontracts.com/,pending,,
666,Copper Beach,Local,1,https://copper-beech.inn.fan/,pending,,
667,Cordis Bright,Local,1,https://www.cordisbright.co.uk/,pending,,
668,Cosgarne Hall Limited,Local,1,https://www.harbourhousing.com/,pending,,
669,Craegmoor Priory Group,Local,1,https://www.priorygroup.com/,pending,,
670,Creative Care (East Midlands) Ltd,Local,1,http://www.creativecare.org.uk/,pending,,
671,Creative Inclusion,Local,1,https://creative-inclusion.org/,pending,,
672,Creative Solutions Ltd.,Local,1,https://www.creative-solutions-direct.co.uk/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing,pending,,
673,Creative Support (CQC Registered Non Enhanced and Enhanced),Local,1,http://www.creativesupport.co.uk/,pending,,
674,Creative Support Solutions Limited,Local,1,https://www.creativesupportsolutions.co.uk/,pending,,
675,Custodian Group Ltd,Local,1,https://thecustodian.uk/,pending,,
676,Dace Property Ltd,Local,1,https://wdbproperty.co.uk/,pending,,
677,Daley Bread,Local,1,https://dalybread.co.uk/,pending,,
678,Depaul UK (Lot 6 - Specialist Mental Health Complex Needs Servic,Local,1,https://www.depaul.org.uk/,pending,,
679,Designz Ltd,Local,1,https://www.designhealthcare.co.uk/,pending,,
680,Deuvick,Local,1,https://deuvickintl.com/our-homes/,pending,,
681,Divine Comfort Care and Services Limited,Local,1,https://divinecomfortcareservices.co.uk/,pending,,
682,Dream Big Independent Living Ltd,Local,1,http://ltdlivingthedream.co.uk/,pending,,
683,Dreamers Global Ltd,Local,1,https://www.dreamerslb.com/,pending,,
684,Dunborne Ltd,Local,1,https://www.dunborne.co.uk/,pending,,
685,Dunfield and Mead Ltd.,Local,1,https://dunfieldandmead.co.uk/,pending,,
686,Dunnis Limited,Local,1,https://www.dunnis.co.uk/,pending,,
687,Dynamis Enterprises Ltd,Local,1,https://dynamiseducation.co.uk/,pending,,
688,E S Rudkin Ltd,Local,1,http://www.esrudkin.co.uk/,pending,,
689,ECHO for Extra Choices in Herefordshire Ltd,Local,1,http://www.echoherefordshire.org.uk/,pending,,
690,EMH Care and Support Limited (CQC Registered Non Enhanced and En,Local,1,http://www.emhcareandsupport.org.uk/,pending,,
691,Ebor Lodge,Local,1,https://www.eborlodge.com/,pending,,
692,Eden Futures (CQC Registered Non Enhanced and Enhanced),Local,1,http://www.edenfutures.org/,pending,,
693,Edge View Homes Limited,Local,1,https://www.dudleycvs.org.uk/job-opportunities-with-edgeview-homes-ltd/,pending,,
694,Elite Housing & Support Ltd,Local,1,https://www.elitehousingandsupport.co.uk/,pending,,
695,Elite Property Group Ltd,Local,1,http://www.elitelettingsandpropertymanagement.co.uk/,pending,,
696,Elite Support Provider's,Local,1,https://www.connecttosupportsurrey.org.uk/search-results/services/?id=7fcc1711-8715-4d9a-8cb3-b07e00c9b278,pending,,
697,Elmore Community Services,Local,1,http://www.elmorecommunityservices.org.uk/,pending,,
698,Empanda Care and Support Ltd CIC,Local,1,http://www.empanda.org.uk/services/young-people/cromer/,pending,,
699,Encompass,Local,1,http://www.encompasstraining.co.uk/,pending,,
700,Encounter Live in Care,Local,1,http://encounterlivein.co.uk/,pending,,
701,Enham Trust,Local,1,https://www.enhamtrust.org.uk/,pending,,
702,Everyday Living Care,Local,1,https://everydaylivingcare.co.uk/,pending,,
703,Evoke 24,Local,1,https://24evoke.co.uk/,pending,,
704,Evolve Housing + Support,Local,1,https://www.evolvehousing.org.uk/,pending,,
705,Exclusive Housing Solutions Limited,Local,1,http://exclusivehousing.co.uk/,pending,,
706,ExeChanges Limited,Local,1,https://www.exechanges.co.uk/,pending,,
707,Explore Independence Ltd,Local,1,http://exploreindependenceltd.com/,pending,,
708,F & J Consults T/A Greenbridge 16+,Local,1,http://greenbridge16plus.com/,pending,,
709,F R Townsend & Co Ltd,Local,1,https://www.townsend-ltd.co.uk/,pending,,
710,Foleshill Women's Training Ltd,Local,1,http://www.fwt.org.uk/,pending,,
711,FRC Group,Local,1,http://www.frcgroup.co.uk/,pending,,
712,FSIP Whiterose Ltd,Local,1,http://fsipwhiterose.co.uk/,pending,,
713,Fairview Care and Support,Local,1,http://www.fairviewcareandsupport.com/,pending,,
714,Fairways Care (UK) Limited,Local,1,http://www.fairways.co/,pending,,
715,Faithful + Gould,Local,1,https://www.gouldcare.co.uk/,pending,,
716,Falcon Carers Ltd,Local,1,http://www.housingcare.org/housing-care/facility-info-158615-falcon-court-kingswood-england.aspx,pending,,
717,Favour Health Ltd,Local,1,http://www.favourhealth.co.uk/,pending,,
718,First Stop Housing / My Life Semi Independent Project,Local,1,https://www.mylife.uk.net/,pending,,
719,FitzRoy Support (CQC Registered Non Enhanced and Enhanced),Local,1,http://www.fitzroy.org/,pending,,
720,Focus Futures UK,Local,1,http://www.tffn.co.uk/,pending,,
721,Fona Godema Limited,Local,1,http://fonagodema.com/,pending,,
722,Fonjock's Social Work Practice Limited T/A Fevaca,Local,1,http://www.fevaca.co.uk/,pending,,
723,Fortalice Ltd,Local,1,https://fortalice.org.uk/,pending,,
724,Fortis Care Limited,Regional,4,http://www.fortiscare.co.uk/,pending,,
725,Framework Housing Asscoation,Local,1,http://www.frameworkha.org/,pending,,
726,Francis House Ltd,Local,1,https://www.francishouse.org.uk/francis-house-families-limited/,pending,,
727,Freedom Centre Ltd,Local,1,https://freedom-centre.co.uk/,pending,,
728,Fremantle Trust,Local,1,http://www.osjct.co.uk/,pending,,
729,Furnished Homes,Local,1,http://furnishedhomes.org/,pending,,
730,"Futures Advice, Skills and Employment Limited",Local,1,https://www.futuresadvice.org/,pending,,
731,Futures:hfd,Local,1,https://www.futureshfd.co.uk/,pending,,
732,G O'Brien & Son's (NDC),Local,1,http://www.wjobrien.co.uk/,pending,,
733,GND Support Ltd,Local,1,http://gndsupport.co.uk/,pending,,
734,GPM2 Design Ltd,Local,1,http://www.gpm2.co.uk/,pending,,
735,Gentle Hands Care Agency Ltd,Local,1,http://www.gentlehandscareagency.co.uk/,pending,,
736,Glenelg Support Limited,Local,1,http://www.glenelgsupport.co.uk/,pending,,
737,Glenholme Healthcare Group,Regional,2,https://www.glenholme.org.uk/holdingham-grange/,pending,,
738,Glenman Corporation Ltd,Local,1,http://glenman.co.uk/,pending,,
739,Gloucester Family Care,Local,1,http://gloucesterfamilycare.co.uk/,pending,,
740,Gloucestershire Health and Care NHS Foundation Trust,Local,1,https://www.ghc.nhs.uk,pending,,
741,Godfrey Barnes Care Ashby Limited,Local,1,https://godfreycare.co.uk/,pending,,
742,Godfrey Barnes Care Station Ltd,Local,1,https://godfreycare.co.uk/,pending,,
743,Golden Lane Housing Limited,Local,1,http://www.glh.org.uk/,pending,,
744,Grace Live In Carers Ltd t/a Grace 247 Care,Local,1,https://www.graceliveincarers.co.uk/,pending,,
745,Green Square Accord Limited,Local,1,https://greensquareaccord.co.uk/,pending,,
746,GreenSquareAccord Limited (Sandwell),Local,1,https://greensquareaccord.co.uk/,pending,,
747,Greenways Hove Ltd,Local,1,http://www.greenwaysproperty.com/,pending,,
748,Grimsby Cleethorpes and Humber Region YMCA,Local,1,http://www.ymca-humber.com/,pending,,
749,Grimsby and Cleethorpes Area Doorstep,Local,1,http://www.mydoorstep.org.uk/,pending,,
750,H.O.P.E  Superjobs Ltd,Local,1,https://hopesuperjobs.co.uk/,pending,,
751,HF Trust Ltd (Known as Hft),Local,1,https://www.hft.org.uk/,pending,,
752,HFT2 (CQC Registered Non Enhanced and Enhanced),Local,1,https://www.hft.org.uk/our-services/quality-improvement-team/,pending,,
753,HMO NE Ltd t/a ForeverCare,Local,1,https://www.forevercareftj.com/,pending,,
754,HSL Compliance Ltd,Local,1,http://hslcompliance.com/,pending,,
755,Happy Futures Support Specialists Limited,Local,1,https://happyfutures.net/,pending,,
756,Hastings Borough Council,Local,1,https://www.hastings.gov.uk,pending,,
757,Hatzfeld Care (Lincoln) Ltd,Local,1,http://www.hatzfeld.co.uk/,pending,,
758,Haven Care Support Services Ltd,Local,1,http://havencss.co.uk/,pending,,
759,Headway,Local,1,http://www.headwaybristol.org.uk/,pending,,
760,Heart Children's Services Ltd,Local,1,https://heartchild.info/web/,pending,,
761,Heathcotes Care and Support t/a ivolve Care and Support,Local,1,https://ivolve.care/,pending,,
762,Heaton Group,Local,1,https://www.heatongroup.co.uk/,pending,,
763,Heaven Support Services Ltd,Local,1,http://www.heavensupportservicesltd.co.uk/,pending,,
764,Help at Home Limited,Local,1,https://www.helpathome.co.uk/,pending,,
765,Hennessy Living Group Limited,Local,1,https://hennessygroup.co.uk/,pending,,
766,Herefordshire Headway,Local,1,https://www.herefordshire-headway.co.uk/,pending,,
767,High Rise Support Services,Local,1,https://highrisesupport.co.uk/,pending,,
768,Higher Level Care,Local,1,http://www.higherlevelcare.org/,pending,,
769,Hillbrook House,Local,1,https://www.hiltonbrookhouse.co.uk/,pending,,
770,Hillcrest Childrens Services (2) Limited,Local,1,https://hillcrest.org.uk/contact-us/,pending,,
771,Hillcrest Childrens Services Limited,Local,1,http://www.hillcrestlearningdisabilities.co.uk/,pending,,
772,Hillside School (Aberdour) Limited,Local,1,http://www.hillsideschool.co.uk/,pending,,
773,Holibrook House Limited,Local,1,https://holibrookhouse.co.uk/,pending,,
774,Holistic Semi-Independent,Local,1,http://innerlightholistics.co.uk/,pending,,
775,Home Farm Trust,Local,1,https://www.hft.org.uk/about-us/locations/east/hft-bedfordshire/,pending,,
776,Honeycomb Charitable Services Ltd,Local,1,https://www.honeycombgroup.org.uk/,pending,,
777,Hopespring Newcastle,Local,1,https://hopespringeducation.org/,pending,,
778,House To Home Lettings,Local,1,http://www.h2hlettings.com/,pending,,
779,Hull Resettlement Project Ltd,Local,1,https://homeless.org.uk/homeless-england/service/hull-resettlement-project-bourne-street/,pending,,
780,Hull and East Riding Citizens Advice Bureau Ltd,Local,1,http://www.hullandeastridingcab.org.uk/,pending,,
781,Hutton Care Partnership Ltd,Local,1,http://www.huttoncarepartnership.com/,pending,,
782,Idas,Local,1,https://idas.org.uk/contact/,pending,,
783,IMPAKT Housing & Support,Local,1,https://impakt.org.uk/,pending,,
784,Icube Dalpro Limited (T/A iCare Services Group),Local,1,https://icareservicesgroup.co.uk/contact/,pending,,
785,"Imagine, Act and Succeed",Local,1,https://www.imagineactandsucceed.co.uk/,pending,,
786,Independence Support Ltd (CQC Registered Non Enhanced and Enhanc,Local,1,http://www.independent-support.co.uk/,pending,,
787,Independence way Ltd,Local,1,http://independenceway.co.uk/,pending,,
788,Independent Together Ltd,Local,1,http://i2gether.org.uk/,pending,,
789,Indigo Support Ltd,Local,1,http://indigosupport.org/,pending,,
790,Insight (fylde) Ltd,Local,1,http://project-insights.co.uk/,pending,,
791,Inspire Community Services,Local,1,http://www.inspirecommunityservices.org/,pending,,
792,Inspire Support and Consultancy Services,Local,1,http://www.inspuk.co.uk/,pending,,
793,Inspsire Homes LS8,Local,1,https://www.inspirehomesls8.org.uk/,pending,,
794,Intacare Ltd,Local,1,http://intacareltd.co.uk/,pending,,
795,Integrate (Preston & Chorley) Ltd,Local,1,https://integratepreston.org.uk/,pending,,
796,Inward House Projects Limited,Local,1,https://gordonhouseprojectgroup.com/,pending,,
797,Iyanla Supported LVG. Ltd,Local,1,http://ilyan.com/,pending,,
798,Jani Homes (Notts) Limited,Local,1,https://allison-homes.co.uk/development/kings-meadow/,pending,,
799,Jigsaw,Local,1,https://justjigsaws.co.uk/,pending,,
800,Karbon Homes Limited,Local,1,https://www.karbonhomes.co.uk/,pending,,
801,Kedleston (Wood Grove Childcare) Limited T/a Kedlestone (Wings),Local,1,https://www.kedlestongroup.com/schools/wings-school-notts/,pending,,
802,Keelan Taylor Project Ltd,Local,1,https://michelsandtaylor.com/,pending,,
803,Kelerbay t/a Doree Bonner International,Local,1,http://www.doreebonner.co.uk/,pending,,
804,Key 2 Futures,Local,1,http://horizoncare.co.uk/,pending,,
805,Keys Group Progressive Care and Education,Local,1,http://www.keyschildcare.co.uk/,pending,,
806,Keystone Chesterfield Ltd,Local,1,http://www.keystonesupport.co.uk/,pending,,
807,Kia Ora Support Services,Local,1,https://www.kiaorasupportservices.com/,pending,,
808,Kingly Care Partnership Limited,Local,1,https://activecaregroup.co.uk/location/kingly-house/,pending,,
809,Kings Arms Project (Bedford),Local,1,http://www.kingsarmsproject.org/,pending,,
810,Kisharon,Local,1,https://www.kisharonschool.org.uk/,pending,,
811,Kites Children's Services Limited,Local,1,https://www.kitescs.com/,pending,,
812,L&Q Living - SWIFT Payments,Local,1,https://www.lqgroup.org.uk/,pending,,
813,Ladders 2 Life Limited,Local,1,https://www.laddersandaccess.co.uk/,pending,,
814,Lakem Care,Local,1,https://www.lakemcare.co.uk/,pending,,
815,Langdale Heights Ltd,Local,1,http://www.langdalecarehomes.co.uk/,pending,,
816,Langdale Lodge Ltd,Local,1,http://www.langdalecarehomes.co.uk/,pending,,
817,Langdon Community,Local,1,http://langdonuk.org/,pending,,
818,Learning Disability Network London (LDN London),Local,1,https://ldnlondon.org/,pending,,
819,Leeds Womens Aid,Local,1,https://leedswomensaid.co.uk/charity-shop/,pending,,
820,Legrand Electrics Limited,Local,1,http://www.legrand.co.uk/,pending,,
821,Leicester YMCA,Local,1,https://www.leicesterymca.co.uk/,pending,,
822,Lenore Outreach Limited,Local,1,https://lenorecare.co.uk/,pending,,
823,Lesshomeless Limited,Local,1,https://homeless.org.uk/homeless-england/service/furness-homeless-support-group-day-centre/,pending,,
824,Letombo Ltd (Life Skills Services),Local,1,https://www.thelifeskillscompany.com/,pending,,
825,Liberty Housing solutions Limited,Local,1,https://liberty-housing.co.uk/,pending,,
826,Liberty Maze Housing Limited,Local,1,https://www.libertymazehousing.co.uk/,pending,,
827,Life Choices Plus Limited T/A Everyday,Local,1,https://www.lifechoiceservices.co.uk/,pending,,
828,Lifeways Community Care (CQC Registered Non Enhanced and Enhance,Local,1,https://www.lifeways.co.uk/,pending,,
829,Lifeways Paragon Ltd,Local,1,https://lifeways.co.uk/,pending,,
830,Lifeways SIL Ltd (Supported Independent Living),Local,1,https://lifeways.co.uk/for-families/support-search/cliff-gardens-sil,pending,,
831,Lighthouse Women's Aid,Local,1,http://lighthousewa.org.uk/,pending,,
832,Lighthouse Womens Aid,Local,1,https://lighthousehomes.co.uk/,pending,,
833,Limitless Homes and Support Ltd,Local,1,http://www.limitlesscare.co.uk/,pending,,
834,Lincoln Cares Ltd,Local,1,http://www.lincolnhcg.co.uk/,pending,,
835,Lindum Group Ltd,Local,1,http://www.lindumgroup.com/,pending,,
836,Linkage,Local,1,http://www.linkage.org.uk/college,pending,,
837,Liverpool YMCA,Local,1,https://you-matter.org.uk/,pending,,
838,Living Haven Ltd,Local,1,https://resthavencare.org/,pending,,
839,Locate Accommodation Ltd,Local,1,https://www.lagganlife.co.uk/stay/seaview-snugs/,pending,,
840,Lodge House 20 Limited,Local,1,https://www.lodgeparkhomes.co.uk/,pending,,
841,Longhurst & Havelok Homes Ltd,Local,1,http://www.longhurst-group.org.uk/,pending,,
842,Look Ahead,Local,1,https://www.lookahead.org.uk/,pending,,
843,Loveguard Ltd,Local,1,https://loveguard.org/,pending,,
844,Lukka Homes,Local,1,https://lukkahomes.com/,pending,,
845,MGL Demolition Ltd,Local,1,http://www.mglgroup.co.uk/,pending,,
846,MacIntyre (CQC Registered Non Enhanced and Enhanced),Local,1,http://www.macintyrecharity.org/,pending,,
847,Macadamia Support Ltd,Local,1,https://macadamiasupport.co.uk/,pending,,
848,Mack Residential,Local,1,http://www.mackresidential.com/,pending,,
849,Manchester Settlement,Local,1,http://www.manchestersettlement.org.uk/,pending,,
850,Marama Care PVT ltd,Local,1,http://www.maramacare.co.uk/,pending,,
851,Marcus and Marcus,Local,1,http://www.marcus-and-marcus.co.uk/,pending,,
852,Margstone Support Solutions Ltd,Local,1,https://supportsolutions.care/,pending,,
853,Marston Court,Local,1,https://www.osjct.co.uk/care-home/marston-court/?utm_source=gmb&utm_medium=organic&utm_campaign=marstoncourt-googlebusinessprofile,pending,,
854,Mega Choice Support Ltd,Local,1,https://www.megachoicesupport.co.uk/,pending,,
855,Megakare Ltd  TA Visiting Angels East Suffolk,Local,1,https://www.megakare.com/,pending,,
856,Middlesbrough and Stockton Mind,Local,1,http://www.middlesbroughandstocktonmind.org.uk/,pending,,
857,Milton Keynes YMCA Limited,Local,1,http://www.mkymca.com/,pending,,
858,Mixed Foundations Holistic Homes,Local,1,https://www.mfhh.co.uk/,pending,,
859,Mollitiam Housing Limited,Local,1,https://www.housing21.org.uk/our-properties/search-our-properties/field-marshal-slim-court/,pending,,
860,Moorview Care,Local,1,https://moorviewcare.com/,pending,,
861,Mosaic,Local,1,https://helenmilesmosaics.org/,pending,,
862,Moving On,Local,1,http://www.movingonlondon.com/,pending,,
863,My Home Life -City University London,Local,1,http://carehomefans.org/,pending,,
864,My3 Ltd,Local,1,http://my3ltd.co.uk/,pending,,
865,NOAH Enterprise,Local,1,http://www.noahenterprise.org/,pending,,
866,Naid Projects Limited,Local,1,https://naid.org.uk/current-projects/,pending,,
867,Nardus Heathcare,Local,1,https://www.nardushealthcare.co.uk/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=841632980674683725,pending,,
868,National Care Providers Limited,Local,1,https://www.nationalcareprovidersltd.co.uk/,pending,,
869,National Management,Local,1,https://nationalmanagement.co.uk/,pending,,
870,Nelson Ocean UK LTD,Local,1,https://www.oceanhealthcare.co.uk/,pending,,
871,Nestor Primecare Services Limited,Local,1,https://www.alliedhealthcare.com/,pending,,
872,Net Pex Ltd,Local,1,https://netpex.co.uk/,pending,,
873,Nevaeh Homes Limited,Local,1,http://www.nevaehhomes.co.uk/,pending,,
874,New Concept Care,Local,1,http://www.nccn.org.uk/,pending,,
875,New Concept Properties,Local,1,https://newconceptproperties.com/owners/,pending,,
876,New Dawn Semi Independent Provider Ltd,Local,1,https://www.newdawncare.uk/,pending,,
877,New Key,Local,1,http://www.newkey.org.uk/,pending,,
878,New Leaf Birmingham Limited,Local,1,https://www.newleafrecovery.co.uk/,pending,,
879,New Roots,Local,1,https://www.rootsfruitsandflowers.com/,pending,,
880,New Walk CIC,Local,1,https://www.newwalkcic.co.uk/,pending,,
881,Newark Emmaus Trust,Local,1,http://www.newarkemmaustrust.org.uk/,pending,,
