priority,name,scope,contracts,website,status,verdict,reason
1215,Barnardo's,Local,2,https://www.barnardos.org.uk/get-support/services/barnardos-nurture-service-inverclyde-thrive-your-time,pending,,
1216,Beekay Ltd,Local,2,http://beekayhealthcare.co.uk/,pending,,
1217,Bolton Cares Limited,Local,2,http://www.boltoncares.org.uk/,pending,,
1218,Bradford Cyrenians,Local,2,https://www.bradfordcyrenians.org.uk/,pending,,
1219,Break,Local,3,https://ayrshirebreaks.com/,pending,,
1220,Bridgwater YMCA,Local,2,https://www.ymca.org.uk/location/ymca-bridgwater-gym,pending,,
1221,CSM Independent,Local,2,https://www.csmindependence.co.uk/,pending,,
1222,CTRC services,Local,2,https://www.ctrcservices.com/,pending,,
1223,Care Direct 24 Limited,Local,2,http://caredirect24.uk/,pending,,
1224,Changing Lives,Local,2,https://www.changing-lives.org.uk/,pending,,
1225,Community Links (Northern) Limited,Local,2,https://www.commlinks.co.uk/,pending,,
1226,Complesso,Local,2,https://www.complesso.co.uk/,pending,,
1227,Consensus Community Services Ltd,Local,2,https://www.consensussupport.com/accommodation/46-the-grove/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=46%20the%20grove,pending,,
1228,Cranstoun,Local,2,https://cranstoun.org/,pending,,
1229,Dolphin Homes Limited,Local,3,https://dolphinhomes.co.uk/,pending,,
1230,Dwell-in group of companies,Local,2,http://dwelldevelopments.co.uk/,pending,,
1231,Emezzions Limited,Local,2,http://www.emezzions.com/,pending,,
1232,Essential Futures (Eden Futures),Local,3,http://www.edenfutures.org/,pending,,
1233,Fembistem Ltd,Local,2,http://www.fembistem.com/,pending,,
1234,Family Care Trust,Local,3,https://www.familycaretrust.co.uk/,pending,,
1235,Father Hudson's Society,Local,3,http://www.fatherhudsons.org.uk/,pending,,
1236,Greensquareaccord Limited,Local,2,https://www.greensquareaccord.co.uk/,pending,,
1237,"Housing and Support Solutions Limited, T/a Eden Futures",Local,2,http://www.edenfutures.org/,pending,,
1238,Headway Housing,Local,3,https://www.headway.org.uk/branches/bradford.aspx,pending,,
1239,Hope Health Kare Limited,Local,2,http://www.hopecaresupport.co.uk/,pending,,
1240,Humbercare,Local,3,https://www.humbercare.org.uk/,pending,,
1241,Itrust Agency,Local,2,https://itrustcareservices.com/,pending,,
1242,Indie 16 Ltd,Local,2,https://indie16.org/,pending,,
1243,Jigsaw Recovery Project CIC,Local,2,https://jigsaw-recovery-project.org/,pending,,
1244,"K & K Ambler, T/a Amblerway Support Services",Local,2,https://www.amblerway.co.uk/,pending,,
1245,Kempshire,Local,3,http://kempshire.co.uk/,pending,,
1246,Kisimul Group Ltd,Local,2,https://www.kisimul.co.uk/,pending,,
1247,L & Q Living Limited,Local,2,https://www.lqgroup.org.uk/your-home/landq-living,pending,,
1248,LG Caring,Local,2,https://www.lgcaring.com/,pending,,
1249,Leeds Housing Concern,Local,2,https://leedscs.trixonline.co.uk/,pending,,
1250,Lifeways Community Support,Local,2,https://www.lifeways.co.uk/,pending,,
1251,Local Solutions,Local,2,http://www.localsolutions.org.uk/,pending,,
1252,Luton Friendship Homecarers,Local,2,http://www.lutonfhc.org.uk/,pending,,
1253,Midwaycare Group,Local,2,https://www.midwaycaregroup.co.uk/,pending,,
1254,Nylah Homes Limited,Local,2,http://www.nevaehhomes.co.uk/,pending,,
1255,Oasis Aquila Housing Ltd,Local,2,http://www.oasiscommunityhousing.org/,pending,,
1256,One YMCA,Local,2,https://oneymca.org/,pending,,
1257,Positive Independence Ltd,Local,4,https://www.positiveindependence.co.uk/contact-us,pending,,
1258,Potensial,Local,2,https://potens-uk.com/,pending,,
1259,Parallel Independence Ltd,Local,2,http://parallelcare.co.uk/,pending,,
1260,Park Homes,Local,2,https://www.lagganhousecountrypark.co.uk/,pending,,
1261,Platform Up Ltd,Local,2,http://www.upandoutplatforms.co.uk/,pending,,
1262,PossAbilties CIC,Local,2,https://www.possabilities.org.uk/,pending,,
1263,Quality Care Surrey,Local,2,https://www.yourqualitycare.com/,pending,,
1264,QuayWest Group,Local,2,https://quaywestgroup.co.uk/,pending,,
1265,Rosecare Community Services Limited,Local,2,https://rosecarecommunityservices.com/,pending,,
1266,Rubi Living Ltd,Local,2,https://www.rubiliving.co.uk/,pending,,
1267,Sacar,Local,2,http://sacar.org.uk/,pending,,
1268,Supported Lives Services Limited,Local,2,https://www.supportedlives.co.uk/,pending,,
1269,Saint John of God Hospitaller Services (SJOG),Local,2,https://sjog.uk/,pending,,
1270,Spire Housing Limited,Local,2,http://www.spireview.org.uk/,pending,,
1271,St Annes Community Services,Local,3,http://www.st-annes.org.uk/,pending,,
1272,Step4Ward Services Kent,Local,2,https://step4wd.co.uk/,pending,,
1273,Supported Steps,Local,2,http://www.supportedsteps.co.uk/,pending,,
1274,T.l. Care (nw) Limited,Local,2,http://www.tlcwirral.co.uk/,pending,,
1275,Teddar Limited,Local,2,https://teddar.com/,pending,,
1276,The Benjamin Foundation,Local,3,http://benjaminfoundation.co.uk/,pending,,
1277,The Halfway Limited,Local,2,http://www.thehalfwayhousemorley.co.uk/,pending,,
1278,The Whitechapel Centre,Local,2,http://www.whitechapelcentre.co.uk/,pending,,
1279,Transforming Support (Birmingham) Limited,Local,2,https://www.transformingsupport.uk/,pending,,
1280,Transition Care Peterborough,Local,4,https://transitioncare.org.uk/join-our-team/,pending,,
1281,Uk Health Kits Ltd,Local,2,https://www.ukhealthservices.com/,pending,,
1282,Vitality Living Ltd,Local,2,https://vitalityliving.uk/,pending,,
1283,Witlens Ltd,Local,2,https://witlens.co.uk/contact-us/,pending,,
1284,YMCA Black Country Group,Local,2,http://www.ymcabc.org.uk/,pending,,
1285,YMCA Trinity Group,Local,3,http://ymcafitness.org.uk/,pending,,
1286,YMCA Wearside Ltd,Local,2,http://www.ymcawearside.org.uk/,pending,,
1287,Yorkshire Care at Home Limited,Local,2,https://www.yorkshirecareathome.co.uk/,pending,,
1288,YOUNIQUE Care,Local,3,http://www.youniqueskinclinicandspa.co.uk/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4532794568524984357,pending,,
1289,A&V Transitional Homes,Local,2,https://www.avtransitionalhomes.org.uk/,pending,,
1290,acacia consultants and associates ltd,Local,2,http://acaciamanagementconsultancy.com/,pending,,
1291,Aden Homes,Local,2,https://adenhomes.com/,pending,,
1292,Aden Homes Limites,Local,3,https://adenhomes.com/,pending,,
1293,AmberGreen Health & Social Care,Local,2,http://www.ambergreencare.co.uk/,pending,,
1294,Anglia Fostering Agency Limited,Local,2,http://www.afafostering.com/,pending,,
1295,Anytime Homes,Local,2,https://www.anytimeconstruction.co.uk/,pending,,
1296,Appletree Support Ltd,Local,2,http://www.appletreesupport.co.uk/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=10437543282238196057,pending,,
1297,Aspens Charities Ltd,Local,2,https://www.aspens.org.uk/,pending,,
1298,Assist Care Team Limited,Local,2,http://www.assistcareteam.co.uk/,pending,,
1299,Atlantic Lodge,Local,2,http://www.atlantic-housing.com/,pending,,
1300,Autism Initiatives UK,Local,2,https://www.autisminitiatives.org/,pending,,
1301,Autism Wessex,Local,2,http://autism-unlimited.org/,pending,,
1302,Avensis Support Ltd,Local,2,http://avensishospitality.co.uk/,pending,,
1303,Banya Family Placement Agency Limited,Local,2,http://www.banya.co.uk/,pending,,
1304,Best in Class Support Services Ltd,Local,2,http://www.firstclass-support.co.uk/,pending,,
1305,British Red Cross Society,Local,2,https://www.redcross.org.uk/shop/find-a-charity-shop/bangor-co-down,pending,,
1306,Cityshapers Ltd,Local,2,http://cityshapers.co.uk/,pending,,
1307,Community Homes of Intensive Care & Education Limited,Local,2,https://www.choicecaregroup.com/accessing-support/about-us/,pending,,
1308,Cannon Children Services Ltd,Local,2,https://canonshouse.co.uk/,pending,,
1309,Care Precious Ltd T/A Caremark East Riding,Local,2,https://www.caremark.co.uk/hull-and-east-riding/,pending,,
1310,Care4LifeHealthcare Services Ltd,Local,2,https://www.care4lifehealthcare.co.uk/,pending,,
1311,Caremark Limited,Local,2,https://www.caremark.co.uk/locations/central-bedfordshire,pending,,
1312,Caremark (Chichester),Local,2,http://www.caremark.co.uk/chichester/,pending,,
1313,Chailey Heritage Foundation,Local,2,http://www.chf.org.uk/,pending,,
1314,Clearsprings Ready Homes,Local,4,https://www.ready-homes.co.uk/,pending,,
1315,Clifford House Fostering Ltd,Local,2,https://www.cliffordhousefostering.com/,pending,,
1316,Connection Support.,Local,2,https://www.connectionsupport.org.uk/,pending,,
1317,Core Assets Children's Services,Local,2,https://www.polarischildrensservices.co.uk/,pending,,
1318,Cromwood Ltd,Local,2,http://www.cromwood.co.uk/,pending,,
1319,DFD Care and Support Services Ltd,Local,2,https://dfdcareservices.co.uk/,pending,,
1320,Defining Futures Ltd,Local,2,http://futuresens.co.uk/,pending,,
1321,Dimensions Somerset SEV Limited,Local,2,https://dimensions-uk.org/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=Google+My+Business,pending,,
1322,Diverse Abilities,Local,2,http://diverseabilities.org.uk/,pending,,
1323,Eclipse Properties Limited,Local,3,http://www.eclipseproperties.org/,pending,,
1324,Florinee Homes Ltd,Local,2,http://www.florineehomes.co.uk/,pending,,
1325,Foster Care Associates Ltd,Local,2,https://www.thefca.co.uk/locations/leeds/?utm_source=gmb&utm_medium=seo&utm_campaign=orgainc_click,pending,,
1326,Foster Care Link Ltd,Local,2,http://www.fostercarelink.com/,pending,,
1327,Fostering People Limited,Local,2,https://www.fosteringpeople.co.uk/,pending,,
1328,Fostering Solutions Ltd,Local,2,https://www.nationalfosteringgroup.co.uk/fostering-solutions/,pending,,
1329,Fosterplus Limited,Local,2,https://www.fosterplus.co.uk/offices/glasgow/,pending,,
1330,Good News Nwk Ltd,Local,2,http://goodnewsnwk.co.uk/,pending,,
1331,Grace Eyre,Local,2,http://www.grace-eyre.org/,pending,,
1332,Greater London Fostering,Local,2,http://www.greaterlondonfostering.org/,pending,,
1333,Griha Care andSupport Limited,Local,3,http://www.grihagroup.co.uk/,pending,,
1334,Hillingdon Mind,Local,2,http://mindinhillingdon.org.uk/,pending,,
1335,Hiopp,Local,2,http://hiopp.co.uk/,pending,,
1336,Homes 2 Inspire Ltd,Local,2,http://homes2inspire.com/,pending,,
1337,Housing and Support Solutions Ltd,Local,2,https://supportsolutions.care/,pending,,
1338,Infrastructure Development Group Limited T/A IDG Care,Local,2,https://www.idgcare.com/,pending,,
1339,Integrated Services Programme (ISP),Local,2,https://ispfostering.org.uk/offices/enfield/,pending,,
1340,Isabellas Homes,Local,2,https://www.houseofisabella.co.uk/,pending,,
1341,JEM Support Service,Local,2,https://www.jem.services/,pending,,
1342,Jay Fostering Ltd,Local,2,http://www.jayfostering.com/,pending,,
1343,Jordan Xavier Connect Ltd,Local,2,http://jordanxavier.co.uk/,pending,,
1344,Juventas Services,Local,2,https://www.juventasservices.co.uk/,pending,,
1345,Learning Disability Network London Limited,Local,2,https://www.ldnlondon.org/find-support/ldn-community-hub/,pending,,
1346,Linkage Community Trust Ltd,Local,2,http://www.linkage.org.uk/,pending,,
1347,Living Life (UK) Ltd T/AS The Banyan Tree,Local,2,https://banyantree.uk.com/,pending,,
1348,Loyalcare Group Services,Local,2,https://www.connecttosupportsurrey.org.uk/search-results/services/?id=994fbf0b-0da5-473d-9652-b07e00c9d549&returnUrl=https%3A%2F%2Fwww.connecttosupportsurrey.org.uk%2Fsearch-results%2F%3FsearchTab%3DservicesSearchTab%26templateId%3D9d84dd23-d409-467e-a1e9-b06f00934809%26searchText%3Dcommunity%2520groups%26sortOption%3DRank%253Basc%26pageNumber%3D2%26pageSize%3D15%26distance%3D1609,pending,,
1349,Midland Heart Limited,Local,2,http://www.midlandheart.org.uk/,pending,,
1350,Nexus Fostering Limited,Local,2,https://www.nexusfostering.co.uk/office-locations/london-harrow,pending,,
1351,No contract awarded,Local,2,https://www.thecontractorsadmin.co.uk/,pending,,
1352,Nudawn Housing and Support Services Ltd,Local,2,http://nudawnhousing.com/,pending,,
1353,Optimas Solutions Limited,Local,2,http://optimas.com/,pending,,
1354,Orange Grove Fostercare Ltd,Local,2,https://www.orangegrovefostercare.co.uk/,pending,,
1355,Provision Living Ltd,Local,2,https://www.provisionliving.com/,pending,,
1356,Parallel Parents Ltd,Local,2,http://parallelcare.co.uk/,pending,,
1357,Parkview Care (Broadstairs) Limited,Local,2,https://parkviewcare.co.uk/,pending,,
1358,Potential Ltd Trading as Potens,Local,2,http://potens-uk.com/location/achieve-with-us/,pending,,
1359,Procare Quality Services Limited,Local,3,http://www.procare-ltd.co.uk/,pending,,
1360,Progressive Care,Local,2,https://www.progressivecare.co.uk/,pending,,
1361,Radiantlife Care,Local,4,http://radiantlifeconsultancy.co.uk/,pending,,
1362,Shires Support Services Ltd,Local,2,https://www.myshires.co.uk/contact-us/,pending,,
1363,Step4Ward Services,Local,2,https://step4wd.co.uk/,pending,,
1364,Salutem Shared Services Limited,Local,2,https://www.salutemcareandeducation.co.uk/,pending,,
1365,Select Support Partnerships Ltd,Local,2,https://www.selectsupportpartnerships.com/,pending,,
1366,Serco,Local,4,https://www.serco.com/,pending,,
1367,Sillywater Ltd T/A Caremark Arun,Local,2,https://www.caremark.co.uk/arun/,pending,,
1368,Sky B 24 7 Ltd,Local,2,https://www.sky.com/,pending,,
1369,Southside Partnership,Local,2,https://southsidepartnership.ie/,pending,,
1370,Southside Partnership t/a Certitude,Local,2,https://certitude.org.uk/,pending,,
1371,Starwrick housing,Local,3,http://starwrickhousing.com/,pending,,
1372,Sunbeam Fostering Agency Ltd,Local,2,http://www.sunbeamfostering.com/,pending,,
1373,Sunbeam Pride Fostering Service Ltd,Local,2,http://www.sunbeamfostering.com/,pending,,
1374,Sunrise Homes Services Limited,Local,3,https://sunrisehomesservices.com/,pending,,
1375,Swan Independent Living Ltd,Local,2,http://www.swancare.co.uk/,pending,,
1376,Teen Support,Local,3,https://www.teensupportservices.co.uk/,pending,,
1377,Triple Homes Ltd,Local,2,http://www.triplehomecare.org/,pending,,
1378,Taylor Grace Ltd T/A Caremark (Worthing),Local,2,https://www.caremark.co.uk/worthing-and-adur/,pending,,
1379,Thames Reach,Local,2,https://thamesreach.org.uk/,pending,,
1380,The Adolescent and Children's Trust (TACT),Local,2,https://www.tactcare.org.uk/,pending,,
1381,The Children's Family Trust,Local,2,https://www.thecft.org.uk/,pending,,
1382,The Foster Care Charity,Local,2,https://www.fostercarecharity.org.uk/,pending,,
1383,The National Fostering Agency Ltd,Local,2,https://www.nationalfosteringgroup.co.uk/national-fostering-agency/north-west/,pending,,
1384,The Partnership of Care Today (Children's Services),Local,2,https://www.partnershipofcare.co.uk/,pending,,
1385,The Pines,Local,2,http://www.thepinessurgery.co.uk/,pending,,
1386,The Sanctuary Project,Local,2,https://www.thesanctuaryproject.co.uk/,pending,,
1387,The Stable Family Home Trust,Local,2,http://www.sfht.org.uk/,pending,,
1388,The Stepping Stone Project,Local,2,https://www.stepping-stone.org.uk/,pending,,
1389,Thera South Midlands,Local,3,http://www.thera.co.uk/,pending,,
1390,Total Care Matters Limited,Local,2,http://www.totalcarematters.co.uk/,pending,,
1391,Tree House Care Fostering Solutions Limited,Local,2,https://treehousecare.org/,pending,,
1392,Urbanland Management Ltd,Local,2,http://www.urbanland.org.uk/,pending,,
1393,Watford Community Housing,Local,2,http://www.wcht.org.uk/,pending,,
1394,Willow Tree Support Services,Local,2,http://www.willowtreesupport.co.uk/,pending,,
1395,YMCA Cambridgeshire & Peterborough,Local,3,http://ymcafitness.org.uk/,pending,,
1396,YMCA St Pauls Group,Local,3,https://ymcastpaulsgroup.org/centres/ymca-john-innes-youth/,pending,,
1397,Young Birch Ltd,Local,2,http://www.tonybirchltd.co.uk/,pending,,
1398,Young Horizons Limited,Local,2,https://newhorizonsnw.co.uk/,pending,,
1399,Your Absolute Care,Local,2,https://www.absolutecareservice.co.uk/,pending,,
1400,iDirect Independent Living Ltd,Local,2,http://idil.co.uk/,pending,,
1401,Dimensions Personalised Support,Local,4,https://www.dimensions-uk.org,pending,,
1402,Certitude,Local,4,https://certitude.london,pending,,
1403,Julian House,Regional,4,https://www.julianhouse.org.uk,pending,,
1404,Consensus Community Support Limited,Regional,4,https://www.consensussupport.com,pending,,
1405,Ability Options Ltd,Regional,2,https://abilityoptions.co.uk/,pending,,
1406,Stonewater Ltd,Regional,3,http://www.stonewater.org/,pending,,
1407,1st Enable Ltd,Regional,4,https://www.1stenable.co.uk/,pending,,
1408,The Disabilities Trust,Regional,3,https://www.thedtgroup.org/,pending,,
1409,Call4care Services Limited,Regional,4,https://call4.care/term-conditions,pending,,
1410,Perthyn,Regional,4,http://www.perthyn.org.uk/,pending,,
1411,Lifeways,Regional,4,http://lifewaystherapycentre.com/,pending,,
1412,Connection Floating Support,Regional,3,https://www.connectionsupport.org.uk/,pending,,
1413,Langley House Trust,Regional,4,https://www.langleytrust.org/,pending,,
1414,St Christopher Homes Limited,Regional,4,https://www.stchristopherhomes.com/about-us/,pending,,
1415,Vision Homes Association,Regional,3,http://www.visionhomes.org.uk/,pending,,
1416,Rethink,Regional,2,https://www.rethinkuw.com/,pending,,
1417,A2Dominion Group,Regional,4,http://www.a2dominion.co.uk/,pending,,
1418,Action for Children Services Limited,Regional,4,https://service.actionforchildren.org.uk/employability-scotland/our-programmes/,pending,,
1419,Ashlotrimcare LTD,Regional,3,https://ashlotrimcareltd.co.uk/,pending,,
1420,Authentic Kare Company,Regional,3,https://authentickare.co.uk/about-us/,pending,,
1421,Community Support Services,Regional,3,https://www.communitysupportservices.co.uk/,pending,,
1422,Eden Housing and Support Ltd,Regional,3,https://edenhousing.co.uk/contact-us/,pending,,
1423,Embrace Group Ltd,Regional,3,http://embracegroup.co/,pending,,
1424,Future Directions Cic,Regional,4,http://www.futuredirectionscic.co.uk/,pending,,
1425,ForeverCare,Regional,4,https://www.forevercareftj.com/,pending,,
1426,KeyRing Living Support Network,Regional,2,http://www.keyring.org/,pending,,
1427,Next Steps Ltd,Regional,4,http://www.nextstepsuk.com/,pending,,
1428,Serenity Inmind Limited,Regional,3,http://www.serenityinmind.co.uk/,pending,,
1429,The Camden Society,Regional,4,http://www.thecamdensociety.co.uk/,pending,,
1430,Young People First,Regional,3,http://youngpeoplefirst.org.uk/,pending,,
1431,Nacro,Regional,4,https://www.nacro.org.uk/,pending,,
1432,Praxis Care,Regional,2,https://www.praxiscare.org/,pending,,
1433,Access Community Services Ltd,Regional,3,https://acsaccessltd.co.uk/,pending,,
1434,Alves iCare Ltd,Regional,2,http://alvesicare.co.uk/,pending,,
1435,Anglo Support and Housing Ltd,Regional,3,http://anglosupport.co.uk/,pending,,
1436,Arthur Morrison Ltd,Regional,2,https://www.amcs.ltd/,pending,,
1437,Baca,Regional,4,https://www.baca-uk.org.uk/,pending,,
1438,Emerging Futures CIC,Regional,2,https://www.emergingfutures.org.uk/,pending,,
1439,Exceed Support Services LTD,Regional,2,http://exceedsupportservices.co.uk/,pending,,
1440,ExcelCare24,Regional,2,http://www.excelcare24.co.uk/,pending,,
1441,Green Harvest Capital Consulting Ltd,Regional,3,http://www.greenharvestcc.com/,pending,,
1442,Housing 21,Regional,3,https://www.housing21.org.uk/,pending,,
1443,IBC Quality Solutions,Regional,3,http://www.ibchealthcare.co.uk/,pending,,
1444,JAAN Services,Regional,3,https://www.jaanlounge.com/menu,pending,,
1445,Jakaranda Care,Regional,3,https://jakarandacare.co.uk,pending,,
1446,Naden Ltd,Regional,2,https://www.holmesnaden.com/,pending,,
1447,Precious Homes,Regional,3,https://www.precious-homes.co.uk/,pending,,
1448,Refugee Action,Regional,3,https://www.refugee-action.org.uk/project/bradford-asylum-services/,pending,,
1449,Rehability Uk Community,Regional,4,https://rehabilityuk.co.uk/,pending,,
1450,Saint John of God Hospitaller Services,Regional,3,https://sjog.uk/,pending,,
1451,St Basils,Regional,4,https://www.stbasils.org.uk/,pending,,
1452,Steppn-Stone Limited,Regional,2,http://steppingstonescare.com/,pending,,
1453,Voyage 1 Limited trading as Voyage Care,Regional,2,https://www.voyagecare.com/,pending,,
1454,mcch,Regional,3,https://www.snapcharity.org/business-directory/4199/mcch/,pending,,
1455,4 Futures,Regional,2,http://www.foundations4thefuture.co.uk/,pending,,
1456,Accedo Care,Regional,4,http://www.accedogroup.org.uk/,pending,,
1457,Action2Care,Regional,2,http://www.action2care.com/,pending,,
1458,Active Support Service Ltd,Regional,2,https://activesupportservice.org.uk/,pending,,
1459,Ambient Support,Regional,3,https://www.ambient.org.uk/services/devonshire-avenue,pending,,
1460,Anytime Care 2020,Regional,4,https://anytimecare2020.co.uk/,pending,,
1461,Athea Housing and Support LTD,Regional,3,https://www.athena-support.org.uk/,pending,,
1462,Avens Ltd.,Regional,2,http://www.avens.co.uk/,pending,,
1463,Barnardo's Central  Region,Regional,3,https://www.barnardos.org.uk/get-involved/campaign-with-us/westminster/constituency-map,pending,,
1464,Beam Up Ltd,Regional,2,https://beam.org/,pending,,
1465,Better Lives (Northants) Ltd,Regional,2,https://www.betterlivesnorthants.co.uk/,pending,,
1466,CANTO Learning Ltd,Regional,2,https://www.cantolearning.co.uk/,pending,,
1467,Care Management Group,Regional,3,https://www.snapcharity.org/business-directory/3769/achieve-together-formerly-cmg-care-management-group/,pending,,
1468,Chapel House,Regional,2,http://www.chapelhouseatherstone.co.uk/home,pending,,
1469,Circles Network,Regional,3,http://circlesnetwork.org.uk/,pending,,
1470,Compass Community Limited,Regional,3,https://www.compasschildrenshomes.com/,pending,,
1471,Consensus Support Services Ltd,Regional,2,http://www.consensussupport.com/accommodation/bear-road/?utm_source=Google%20My%20Business&utm_medium=GMB&utm_campaign=Google%20My%20Business,pending,,
1472,Destiny International Care,Regional,3,http://destinycare.co.uk/contact-2/,pending,,
1473,Divine Care And Services Limited,Regional,2,http://www.divinecareservices.co.uk/,pending,,
1474,EMH Care and Support Limited,Regional,3,http://www.emhcareandsupport.org.uk/,pending,,
1475,Eastlea Care Plus,Regional,2,http://www.eastlea.newham.sch.uk/,pending,,
1476,Freedom Support Solutions LTD,Regional,2,http://www.freedomsupport.co.uk/,pending,,
1477,Friendly Support Services Limited,Regional,2,https://friendlysupport.co.uk/,pending,,
1478,Fusion Fostering Limited,Regional,4,https://fusionfostering.com/,pending,,
1479,Great Future Support Ltd,Regional,2,https://greatfuturesupport.co.uk/family-contact-services/,pending,,
1480,Grove Care Partnership Limited,Regional,2,https://allegracare.co.uk/grove-care,pending,,
1481,Heritage Care,Regional,4,http://www.heriitagecareltd.co.uk/,pending,,
1482,Hillside Home,Regional,2,http://hillsidehouseelgol.com/,pending,,
1483,Independence Support,Regional,3,http://www.independent-support.co.uk/,pending,,
1484,Liberty Support Services,Regional,2,https://www.libertysupportservices.co.uk/,pending,,
1485,Live n Care,Regional,2,https://www.liveincarejobs.co.uk/,pending,,
1486,Lumsden Living Ltd,Regional,2,https://www.northamptonshirelearningdisability.org/somewhere-to-live/a-home-of-your-own/,pending,,
1487,Mentaur Community Support Limited,Regional,2,http://www.mcs-services.co.uk/,pending,,
1488,Mentaur Ltd,Regional,2,http://www.mentaur.co.uk/,pending,,
1489,Mofor Care,Regional,2,http://www.moforsolutions.co.uk/,pending,,
1490,Moving On Care Management Ltd,Regional,3,https://www.movingonltd.com/,pending,,
1491,Mower's Ark CIC,Regional,2,https://mowersarkcic.co.uk/,pending,,
1492,New Horizons Care,Regional,2,http://www.newhorizonscare.co.uk/,pending,,
1493,Northamptonshire Country Centre,Regional,2,https://www.thecountrycentre.org/,pending,,
1494,Onduty24 Ltd,Regional,2,https://onduty24.co.uk/,pending,,
1495,Outlook Care,Regional,2,https://www.outlookcare.org.uk/,pending,,
1496,Personalised 4 Autism Ltd,Regional,2,https://www.personalised4all.com/,pending,,
1497,Places for People Living Plus Ltd.,Regional,2,https://www.placesforpeople.co.uk/,pending,,
1498,Porchlight,Regional,2,http://www.porchlight.org.uk/,pending,,
1499,Resource Gate Ltd,Regional,2,https://resourcegate.co.uk/contact-us/,pending,,
1500,Ryan QC Homes LTD,Regional,2,http://www.ryanqchomes.co.uk/,pending,,
1501,Silver Birch Care,Regional,4,http://www.silverbirchcare.com/,pending,,
1502,Statmap Ltd,Regional,2,http://statmap.co.uk/,pending,,
1503,Sunflower Care,Regional,2,http://www.sunflowers-care.co.uk/,pending,,
1504,Sanctuary Oasis Limited,Regional,2,https://www.sanctuaryoasisltd.com/,pending,,
1505,Solden Hill House Ltd,Regional,2,http://www.soldenhillhouse.co.uk/,pending,,
1506,Solution Care 247 LTD,Regional,2,https://www.solutioncare247.co.uk/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=9988885722110115028,pending,,
1507,Spectrum Northants Limited,Regional,2,https://www.spectrumnorthants.co.uk/,pending,,
1508,Support 4 Independence Ltd,Regional,2,http://www.s4i.org/,pending,,
1509,Supported Independent Living Ltd,Regional,2,http://independentlivingconsultants.co.uk/,pending,,
1510,T.How Homely Limited,Regional,2,http://thhomely.co.uk/,pending,,
1511,The Cube Disability,Regional,2,http://www.thecubedisability.co.uk/,pending,,
1512,Tabs@42,Regional,2,https://respitecarenorthampton.com/,pending,,
1513,Teamwork Trust,Regional,2,https://www.teamworktrust.co.uk/,pending,,
1514,Tebmar ltd,Regional,2,https://hillcresthome.co.uk/contact-us/,pending,,
1515,Thames Reach Charity Ltd,Regional,3,https://thamesreach.org.uk/,pending,,
1516,The Huntercombe Group Ltd,Regional,2,https://activecaregroup.co.uk/,pending,,
1517,The Lily Housing Project Ltd,Regional,2,https://www.lilyservices.co.uk/homepages/lily-housing-project,pending,,
1518,The Woodbridge Family Centre,Regional,2,https://www.thewoodbridgefamilycentre.org.uk/,pending,,
1519,Time to Shine Ltd,Regional,2,http://www.timetoshineltd.co.uk/,pending,,
1520,Vogue Future Living Ltd,Regional,2,https://www.voguefutureliving.co.uk/,pending,,
1521,Wellington Support Ltd,Regional,2,http://www.wellingtoncare.co.uk/,pending,,
1522,Ymca Downslink Group,Regional,3,https://www.ymcadlg.org/,pending,,
1523,Youth Hubz LTD,Regional,4,http://youthhubz.org/,pending,,
1524,the national autistic society,Regional,3,https://www.autism.org.uk/,pending,,
1525,Barnardo Services Limited,Regional,4,https://www.barnardos.org.uk/northern-ireland,pending,,
1526,Bouygues E&S FM UK Ltd,Regional,2,http://bouygues-uk.com/,pending,,
1527,Bright Living Homes,Regional,3,https://www.brightlifeliving.co.uk/,pending,,
1528,Brightsky Youth Services,Regional,3,http://brightskyyouthservices.co.uk/,pending,,
1529,Care R Us Ltd T/A Krossroads,Regional,2,http://www.crossroadscare.co.uk/,pending,,
1530,Caritas Services Ltd,Regional,2,http://caritasservices.com/,pending,,
1531,Elysian Field,Regional,4,http://elysian-field.co.uk/,pending,,
1532,Genesis Living,Regional,3,https://genesis-living.com/,pending,,
1533,Life,Regional,2,https://www.lifecare-edinburgh.org.uk/,pending,,
1534,My Life Semi-independent Project Limited,Regional,2,https://www.mylife.uk.net/,pending,,
1535,Next Stage A Way Forward,Regional,2,https://nextstageawf.co.uk/,pending,,
1536,Optima Care,Regional,3,https://optimacarehomes.co.uk/,pending,,
1537,Quaywest Housing,Regional,4,https://quaywestgroup.co.uk/,pending,,
1538,Rethink Mental Illness Ltd,Regional,2,https://www.rethink.org/,pending,,
1539,The Care Division,Regional,3,http://www.pro-division.co.uk/,pending,,
1540,The Coventry Refugee and Migrant Centre,Regional,3,http://www.covrefugee.org/,pending,,
1541,Transform Housing & Support,Regional,2,https://transformhousing.org.uk/,pending,,
1542,Vineyard Homes,Regional,3,http://vineyardhomeslimited.co.uk/,pending,,
1543,YMCA East Surrey,Regional,2,http://www.ymcaeastsurrey.org.uk/,pending,,
